Unnamed: 0,date,time,tweet,tweet_translated,tweet_traducido,etiqueta_sentimiento,score_sentimiento
662,2023-11-25,16:40:17,bendita competencia bienvenido cashback ciento dice cancion,Blessed competition Cashback one hundred says song,Blessed competition Cashback one hundred says song,Positive,0.7570565
663,2023-11-25,15:49:20,ojo aca regresan recompensas starstruckstarstruckstarstruckstarstruck,Eye here returns starstruckstarstruckstarstruckstarstruck,Eye here returns starstruckstarstruckstarstruckstarstruck,Neutral,0.60256386
664,2023-11-25,13:16:52,gracias escuchaste seguire contigo hearthandssmilingfacewithopenhands,Thanks you listened to you will continue with you HearthandssmilingFacewithopenhands,Thanks you listened to you will continue with you HearthandssmilingFacewithopenhands,Positive,0.9070081
665,2023-11-25,11:00:45,mejor pudiste hacer amigo,You could better make friend,You could better make friend,Neutral,0.50524
666,2023-11-25,04:47:53,tsss bueno,Tssss good,Tssss good,Positive,0.954071
667,2023-11-25,04:44:46,hiciste bien tio smilingface,You did well Smilingface,You did well Smilingface,Positive,0.9410214
668,2023-11-26,18:53:13,recomiendo tambien mexicano quiebra dientesdeburrousurero,I also recommend Mexican bankrupt teeth,I also recommend Mexican bankrupt teeth,Neutral,0.68389314
669,2023-11-26,16:58:44,gracias respuesta estare atento tio,Thanks Answer I will be attentive uncle,Thanks Answer I will be attentive uncle,Positive,0.72598106
670,2023-11-27,23:58:29,gracias foldedhands nubank espero sirva aprendizaje demas plataformas si quieren dinero inversionistas fyi dinnactinver heybanco uala ualamex mercadopagomex finsusapp,Thanks Foldedhands Cloud I hope it serves learning other platforms if you want money investors Fyi Dinnactinver Heybanco Ulamex MercadoPagomex Finnsusapp,Thanks Foldedhands Cloud I hope it serves learning other platforms if you want money investors Fyi Dinnactinver Heybanco Ulamex MercadoPagomex Finnsusapp,Positive,0.87983996
671,2023-11-27,09:38:19,increible atencion cliente siempre pagado tiempo dentro plazo pago y...,Incredible customer service always paid time inside payment and ...,Incredible customer service always paid time inside payment and ...,Positive,0.85792065
672,2023-11-28,10:47:12,mejor banco,Best bank,Best bank,Positive,0.7541428
673,2023-11-29,09:13:31,uni julio 2019 resultado muy util transacciones linea verdad recomiendo mucho,UNI July 2019 Very useful result Transactions Line Truth I recommend a lot,UNI July 2019 Very useful result Transactions Line Truth I recommend a lot,Positive,0.9690054
674,2023-11-30,10:15:52,hey banco gusta mucho iwal mercado pago apae q super practico dinero q ahi inveido gbm genera pesitos extras,Hey Banco like Iwal Mercado Pago Apae q Super practical money that invented GBM generates extra pesos,Hey Banco like Iwal Mercado Pago Apae q Super practical money that invented GBM generates extra pesos,Neutral,0.72281677
675,2023-12-01,21:23:51,wrappedgift promocion clientes hey aprovecha compras temporada recibe recompensas efectivo list p...,Wrapped Gift Promotion Hey customers take advantage of seasonal shopping receives Cash Pist P ...,Wrapped Gift Promotion Hey customers take advantage of seasonal shopping receives Cash Pist P ...,Neutral,0.6797101
676,2023-12-01,16:26:31,gustaba repoaba buro credito,liked a credit bureau,liked a credit bureau,Positive,0.49827588
677,2023-12-01,08:55:31,hey banco salido luz coreo completa gusto final indio llama obra interpretan,Hey Banco Salido Luz Coreo Complete Final taste call work interpret,Hey Banco Salido Luz Coreo Complete Final taste call work interpret,Neutral,0.92807347
678,2023-12-02,20:22:15,siempre recomendando llevo 2 meses tarjeta clownface regresar banamex sera solucion,Always recommending for 2 months CLOWNFACE Card return Banamex will be solution,Always recommending for 2 months CLOWNFACE Card return Banamex will be solution,Neutral,0.72405595
679,2023-12-02,11:30:48,terminos condiciones favor,Terms please,Terms please,Neutral,0.6687593
681,2023-12-07,10:11:29,breve leccion economia aprende pagarle cobrar depositar mismo tiempo luchas gazagenocide,Brief Economy Lesson learns to pay you to deposit Gazagenocide struggles the same time,Brief Economy Lesson learns to pay you to deposit Gazagenocide struggles the same time,Neutral,0.76043046
682,2023-12-07,09:35:45,llegan nuevos instrumentos financieros ofrecen 13 ciento dinero adicional cada guardes dinero mientras cobra si mueves mas seis meses,New financial instruments arrive offer 13 hundred additional money each keep money while charging if you move more six months,New financial instruments arrive offer 13 hundred additional money each keep money while charging if you move more six months,Neutral,0.6602152
683,2023-12-09,16:38:30,jamas pense quedaria hey banco despues todas mamadas estan haciendo literalmente mejor opcion fin chingada madre hsbc tremendo pedo compra 150 pesos,I would never think about hey bank after all blowjobs are literally doing better chingada end Mother HSBC Tremendous fart purchase 150 pesos,I would never think about hey bank after all blowjobs are literally doing better chingada end Mother HSBC Tremendous fart purchase 150 pesos,Negative,0.6645034
684,2023-12-09,16:12:02,correcto mas preambulos,correct more preambulos,correct more preambulos,Neutral,0.6106125
685,2023-12-14,18:55:33,aparecio buena promo contratar seguro celular,Good promo appeared to hire cell phone insurance,Good promo appeared to hire cell phone insurance,Positive,0.658819
686,2023-12-14,11:19:37,canje hey coins tarjetas regalo amazon instantaneas llegan codigos casi ins...,Settle Hey Coins Cards Amazon Gift Instantaneous Codes almost ins ...,Settle Hey Coins Cards Amazon Gift Instantaneous Codes almost ins ...,Neutral,0.8831311
687,2023-12-14,10:13:06,excelente pregunta dijeron bro...,Excellent question said bro ...,Excellent question said bro ...,Neutral,0.7829656
688,2023-12-14,10:10:39,canje hey coins tarjetas regalo amazon instantaneas llegan codigos casi instante recuerdan paso hace meses smilingfacewithtear,Settle Hey Coins Amazon Gift Card Instantaneous Codes almost instantly remember SmilingFacewtete,Settle Hey Coins Amazon Gift Card Instantaneous Codes almost instantly remember SmilingFacewtete,Positive,0.6117816
689,2023-12-15,16:13:32,confirmo hoy cambie hey coins correo confirmacion viene codigo cool realizo compra thumbsup,I confirm today changed hey coins mail confirmation comes Cool Cool I Purchase Thumbsup,I confirm today changed hey coins mail confirmation comes Cool Cool I Purchase Thumbsup,Positive,0.9529386
690,2023-12-17,16:29:51,amamos recompensas salutingface,We love salutface rewards,We love salutface rewards,Positive,0.9537401
691,2023-12-17,12:08:17,patrocine mas juegos maratondevir,sponsor more maratondevir games,sponsor more maratondevir games,Neutral,0.7663603
692,2023-12-18,10:31:35,evalue cambiar heybanco nu debido tasa rendimiento wow gratamente sorprendida,Evaluate change Heybanco Nu due rate rate wow pleasantly surprised,Evaluate change Heybanco Nu due rate rate wow pleasantly surprised,Positive,0.959236
693,2023-12-19,21:07:28,muy amablemente areaespecializada dio solucion r,very kindly ares - specialized di solution r,very kindly ares - specialized di solution r,Positive,0.6721121
694,2023-12-22,17:50:55,recomiendo atencion inmediata tambien abrazo felices fiestas abrazo toda familia,I recommend immediate attention also hug Happy Holidays Hug All Family,I recommend immediate attention also hug Happy Holidays Hug All Family,Positive,0.9651091
695,2023-12-22,17:37:53,entiendo baz transfiero credito azteca entra compra genera comision recomiendo muy accesible,I understand Baz Transfiere Credit Azteca in Buy Genera Commission I recommend very accessible,I understand Baz Transfiere Credit Azteca in Buy Genera Commission I recommend very accessible,Positive,0.8171754
696,2023-12-22,15:58:18,excelente gracias informacion,Excellent thanks information,Excellent thanks information,Positive,0.8609463
697,2023-12-22,11:43:33,pepe buenos atiende sofia gusto saludae podrias compair via dm mayor detalle situacion presentas aplicacion bbva mexico favor 12,pepe good attends Sofia taste health,pepe good attends Sofia taste health,Positive,0.70431924
698,2023-12-27,09:01:38,manifestando ganarme soeo heybanco hecho declaro abundancia,manifesting winning heybanco made declared abundance,manifesting winning heybanco made declared abundance,Positive,0.5727965
699,2023-12-28,22:25:18,mantenido buen historial ustedes duda hacer aumenten linea credito tdc,MAINTAINED GOOD HISTORY YOU DO YOU TOUTHE TO MAKE THE CREDIT LINE TDC,MAINTAINED GOOD HISTORY YOU DO YOU TOUTHE TO MAKE THE CREDIT LINE TDC,Neutral,0.56698346
700,2023-12-30,09:31:05,gracias ayer atendieron rapido llamada quedo resuelto,Thanks yesterday they attended quickly called I am resolved,Thanks yesterday they attended quickly called I am resolved,Positive,0.8891412
701,2024-01-01,14:05:36,ano nuevo novedades nuevas parece ajuste heybanco anualidad hey pro forzado raisinghands parece mejor opcion,New year new novelties seems to adjust Hey Bank Anuality Hey Pro Forced Raisinghands seems better option,New year new novelties seems to adjust Hey Bank Anuality Hey Pro Forced Raisinghands seems better option,Positive,0.5621204
702,2024-01-01,09:25:46,transmitir informacion fidedigna real lleva anos operando,Transmit Informacion Fidedigna Real Lleva years operating,Transmit Informacion Fidedigna Real Lleva years operating,Neutral,0.8917597
703,2024-01-02,17:51:09,recomiendo hey banco puedes retirar cualquier hsbc inbursa comision,I recommend hey bank you can withdraw any HSBC Inbursa Commission,I recommend hey bank you can withdraw any HSBC Inbursa Commission,Positive,0.61081713
704,2024-01-04,22:01:23,hoy fanshop hey banco pase super chido ademas hice amix sparkles,Today Fan Shop Hey Banco Paseo Super Chido also made Amix Sparkles,Today Fan Shop Hey Banco Paseo Super Chido also made Amix Sparkles,Neutral,0.8254766
705,2024-01-04,12:03:48,opcion personal podria recomendae tambien buenas promociones msi,Personal option could also recommend good MSI promotions,Personal option could also recommend good MSI promotions,Positive,0.7449755
706,2024-01-04,11:15:48,mejor,better,better,Neutral,0.52538544
707,2024-01-05,12:39:28,va gracias mande dm,Go thanks send dm,Go thanks send dm,Positive,0.52644116
708,2024-01-07,18:53:21,mejor,better,better,Neutral,0.52538544
709,2024-01-07,17:46:48,puro mejor nu nu fonite foniteog,Pure Better Nu Nu Fonite Foniteog,Pure Better Nu Nu Fonite Foniteog,Neutral,0.654197
710,2024-01-08,11:16:15,voy trabajar hermana oye entonnces valido heybanco papas oye tema depa bueno agradezco alguien alla ayude resolverlo,"I'm going to work a sister, then Valido Hey Banco Papas Hey the topic, I appreciate someone there, help solve it","I'm going to work a sister, then Valido Hey Banco Papas Hey the topic, I appreciate someone there, help solve it",Positive,0.63990873
711,2024-01-09,23:55:06,pixel 5 genio,Pixel 5 Genio,Pixel 5 Genio,Neutral,0.8245871
712,2024-01-09,00:42:33,si bien senor lampiraisinghandslightskintone,si bien senor lampiraisinghandslightskintone,si bien senor lampiraisinghandslightskintone,Neutral,0.85026836
713,2024-01-10,13:37:20,uy contacte incluso mande video correo electronico senalo persona contesto actualice sistema operativo sigue igual sucede solo app banco hey apps bancos funcionan perfecto,U and contact even send Video email senal person.,U and contact even send Video email senal person.,Neutral,0.8709015
714,2024-01-10,12:36:49,wrappedgift promocion clientes hey aprovecha compras temporada recibe recompensas efectivo list p...,Wrapped Gift Promotion Hey customers take advantage of seasonal shopping receives Cash Pist P ...,Wrapped Gift Promotion Hey customers take advantage of seasonal shopping receives Cash Pist P ...,Neutral,0.6797101
715,2024-01-11,15:20:48,gracias,gracias,gracias,Neutral,0.6270798
716,2024-01-13,13:44:57,llame ayudaron gracias,Call helped thanks,Call helped thanks,Positive,0.92884856
717,2024-01-14,14:57:03,limites gpt4 gratis,FREE GPT4 LIMITS,FREE GPT4 LIMITS,Neutral,0.8093864
718,2024-01-15,12:22:52,quedo solucionado fin semana gracias,I am solved weekend thanks,I am solved weekend thanks,Positive,0.86195624
719,2024-01-16,18:32:25,listo quedo muchas gracias,"Ready, thank you very much","Ready, thank you very much",Positive,0.9512999
720,2024-01-17,22:32:37,heybanco nu mucho mejores andan buscando moverse,heybanco nu much better are looking to move,heybanco nu much better are looking to move,Positive,0.6723801
721,2024-01-17,21:08:35,si ocupan excelentes alternativas bancoaztecaenquiebra 1 heybanco comisiones contratacion linea 23k puntos retirar 2 nubank comisiones contratacion linea retiro efectivo supermercados,If you occupy excellent alternatives Bancozteciembra 1 Heybanco Commissions Contracting Line 23k Points withdraw 2 cloud commissions hiring line Effective supermarkets,If you occupy excellent alternatives Bancozteciembra 1 Heybanco Commissions Contracting Line 23k Points withdraw 2 cloud commissions hiring line Effective supermarkets,Positive,0.54098237
722,2024-01-17,19:54:36,excelentes alternativas 1 heybanco comisiones contratacion linea 23k puntos retirar 2 nubank comisiones contratacion linea retiro efectivo supermercados,Excellent alternatives 1 Heybanco Commissions Contracting Line 23k Points withdraw 2 clouds hiring hiring liner withdrawal supermarkets,Excellent alternatives 1 Heybanco Commissions Contracting Line 23k Points withdraw 2 clouds hiring hiring liner withdrawal supermarkets,Neutral,0.5695045
723,2024-01-17,19:51:13,excelentes alternativas 1 heybanco comisiones contratacion linea 23k puntos retirar 2 nubank comisiones contratacion linea retiro efectivo supermercados,Excellent alternatives 1 Heybanco Commissions Contracting Line 23k Points withdraw 2 clouds hiring hiring liner withdrawal supermarkets,Excellent alternatives 1 Heybanco Commissions Contracting Line 23k Points withdraw 2 clouds hiring hiring liner withdrawal supermarkets,Neutral,0.5695045
724,2024-01-17,19:43:52,excelentes alternativas banco azteca 1 heybanco comisiones contratacion linea 23k puntos retirar 2 nubank comisiones contratacion linea retiro efectivo supermercados,Excellent alternatives Banco Azteca 1 Heybanco Commissions Contracting Line 23k Points withdraw 2 cloud commissions hiring line effective removal supermarkets,Excellent alternatives Banco Azteca 1 Heybanco Commissions Contracting Line 23k Points withdraw 2 cloud commissions hiring line effective removal supermarkets,Neutral,0.509081
725,2024-01-18,12:58:15,celebramos 6 anos hey banco partypopper gracias confiar viaje apoyo sido fundamental nuestro...,We celebrate 6 years hey Banco Party Popper thanks to trust JOV SUPPORT OURS OUR ...,We celebrate 6 years hey Banco Party Popper thanks to trust JOV SUPPORT OURS OUR ...,Positive,0.97217596
726,2024-01-19,11:01:15,buen envie correo justo ahora gracias,good send mail right now thanks,good send mail right now thanks,Positive,0.94317096
727,2024-01-19,10:06:58,buenos maravillosa sorpresa cuenta amanecio ceros clownface,good wonderful surprise CLOWNFACE CEROS CEROS,good wonderful surprise CLOWNFACE CEROS CEROS,Positive,0.9746441
728,2024-01-21,19:07:32,listo,List,List,Neutral,0.55480534
729,2024-01-21,18:42:05,raro realizado varias transacciones problema,rare made several transactions problem,rare made several transactions problem,Negative,0.52557594
730,2024-01-21,09:09:53,mejor opcion rendimiento 13,Better OPTION PERFORMANCE 13,Better OPTION PERFORMANCE 13,Neutral,0.6573488
731,2024-01-21,17:58:03,tambien gustaria unirme porfa,I would also like to unite please,I would also like to unite please,Positive,0.7083743
732,2024-01-21,11:46:51,agrega app nunca fallado proceso contratacion agil pues par abres cuenta evalua tarjeta credito depositos transferencias inmediatas,Add app never failed Agil Contracting Process because Par operes Evalua Credit Card Deposites Immediate Transfers,Add app never failed Agil Contracting Process because Par operes Evalua Credit Card Deposites Immediate Transfers,Neutral,0.552912
733,2024-01-22,17:18:41,dinero deberian darme gracias ano servicios,money should give me thanks anus services,money should give me thanks anus services,Positive,0.5371613
734,2024-01-22,16:00:41,muchisimas gracias comprometio resolver problema fecha limite 25 enero 2024 ser enseguida pondre contacto,"Thank you very much compromised problem limiting January 25, 2024 will be immediately put contact","Thank you very much compromised problem limiting January 25, 2024 will be immediately put contact",Positive,0.80596375
735,2024-01-22,13:55:08,muchas gracias,thank you so much,thank you so much,Positive,0.9779764
736,2024-01-22,12:57:27,agradezco mucho atencion pondre contacto ustedes,"I appreciate a lot of attention, I will contact you","I appreciate a lot of attention, I will contact you",Positive,0.966646
737,2024-01-23,12:10:13,mas listos starstrucksmilingfacewithhearteyes ansiosos desconectate 3 acustico hey banco tecatepalnoe electricplug,More ready StarstruccsMilingFacewithhearteyes Anxious Disconne,More ready StarstruccsMilingFacewithhearteyes Anxious Disconne,Neutral,0.7457379
738,2024-01-25,21:11:05,funciona mucho mejor clownfaceclownface,It works much better clownfaceclownface,It works much better clownfaceclownface,Neutral,0.3934449
739,2024-01-26,22:23:25,ame,ame,ame,Neutral,0.47916657
741,2024-01-29,18:17:18,buenas tardes atiende luz placer saludae gusto podemos apoyae favor escribenos cuenta oficial twitter brindarle seguimiento solicitud compaie informacion correspondiente 1,Good afternoon attends Luz pleasure health,Good afternoon attends Luz pleasure health,Positive,0.9691272
742,2024-01-29,15:44:22,listo gracias,ready thanks,ready thanks,Neutral,0.4960924
743,2024-01-30,15:12:47,valdria pena hagan cambios dan resumen cambios realizados contrato manden 60 hojas completas grimacingface charlytip mejora experiencia cliente,Valdria Pena Make changes summarize changes.,Valdria Pena Make changes summarize changes.,Neutral,0.87824166
744,2024-02-01,14:25:36,encantan respuestas fallas repoadas app facewithrollingeyes,They love answers Repoadas FacewithRollingeyes APP,They love answers Repoadas FacewithRollingeyes APP,Positive,0.8315697
745,2024-02-01,00:51:32,debito puedes pedir nu app tmb hey banco piden minimo cobran manejo cuenta abri xq pedo nomina banamex usaba ahorrar ahora uso casi heejej tj fisica costo 109 creo,"Debito you can ask for app hey bank, they ask minimal to charge the handling of ack","Debito you can ask for app hey bank, they ask minimal to charge the handling of ack",Neutral,0.8622135
746,2024-02-02,11:11:22,aprovecho tuit recomendarles hey banco lqm hearthandsmediumskintone sola queja dos anos,I take advantage of you recommend hey bank lqm harthandsmediumskintone alone complaints two years,I take advantage of you recommend hey bank lqm harthandsmediumskintone alone complaints two years,Positive,0.71126837
747,2024-02-06,11:34:36,interesante,interesting,interesting,Neutral,0.6539624
748,2024-02-07,02:05:30,mejor aumenten lineas credito loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,mejor aumenten lineas credito loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,mejor aumenten lineas credito loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,Negative,0.48646522
749,2024-02-08,20:20:59,hey banco ilimitado suena increible,Hey unlimited bank sounds incredible,Hey unlimited bank sounds incredible,Positive,0.9715236
750,2024-02-08,19:16:00,cada mas agradecido peenecer si ocupan banco solucione mero bueno thkss,Every more grateful peenecer if they occupy bank solve mere good thkss,Every more grateful peenecer if they occupy bank solve mere good thkss,Positive,0.9162227
751,2024-02-08,18:30:39,encanta app simplemente increible hundredpoints ademas ser super intuitiva cashback todas compras...,LOVE APP Simply incredible Hundredpoints also be super intuitive cashback all purchases ...,LOVE APP Simply incredible Hundredpoints also be super intuitive cashback all purchases ...,Positive,0.96574956
752,2024-02-08,05:52:22,aaawww bonito hey banco mucho cola d,aaawww beautiful hey bank a lot of tail d,aaawww beautiful hey bank a lot of tail d,Positive,0.9746534
753,2024-02-09,13:05:02,gracias,gracias,gracias,Neutral,0.6270798
754,2024-02-10,10:12:37,trae hey banco smilingfacewithhearteyesfaceholdingbacktears humilde chiquito,Bring SmilingFacewhhearteyesfacebackTears Humilde Chiquito,Bring SmilingFacewhhearteyesfacebackTears Humilde Chiquito,Neutral,0.5237492
755,2024-02-11,11:40:38,preguntan conseguir tarjeta pueden sacar hey banco muchos disenos elegir,They ask to get card can get hey bank many different you choose,They ask to get card can get hey bank many different you choose,Neutral,0.8485981
756,2024-02-12,20:17:49,empezare hacer gracias...,I'll start thanks ...,I'll start thanks ...,Neutral,0.5353675
757,2024-02-12,16:43:13,jajaj fijate dije fin so far so good grinningfacewithsmilingeyesrainbow,hahaha I said end so far so good grinningface with smiling eyes rainbow,hahaha I said end so far so good grinningface with smiling eyes rainbow,Positive,0.9626877
758,2024-02-12,16:11:52,mira amixe fin abri cuenta llego super rapido 2 dhl pues encantado starstruckstarstruckunicorn,Look Amixe End Abri Account arrived super fast 2 dhl because delighted starstruckstarstruckunicorn,Look Amixe End Abri Account arrived super fast 2 dhl because delighted starstruckstarstruckunicorn,Positive,0.9159862
759,2024-02-13,17:03:36,celebra amor estilo san valentin redheart descubre ultimas colecciones marcas favoritas aqui somoshey heymedia heybanco sanvalentin regalos,Celebrate Love Style Valentin Redheart discovers last collections favorite brands here we are hey heymedia heybanco sanvalentin gifts,Celebrate Love Style Valentin Redheart discovers last collections favorite brands here we are hey heymedia heybanco sanvalentin gifts,Positive,0.96967345
760,2024-02-13,16:16:21,comerciales tan ganadores kansas chiefs dejo superbowl ano somoshey heymedia heybanco comerciales sblviii michaelcera jlo mainscorsese,Tan winners kansas chiefs leave Superbowl anus we arehey heymedia heybanco commercials sblviii Michaelcera Jlo maincorsse,Tan winners kansas chiefs leave Superbowl anus we arehey heymedia heybanco commercials sblviii Michaelcera Jlo maincorsse,Neutral,0.8646579
761,2024-02-13,12:07:46,favor apoyo saber modulos cdmx gracias,please support CDMX modules thanks,please support CDMX modules thanks,Positive,0.8448509
762,2024-02-19,12:04:17,arreglo gracias,GRADE THANKS,GRADE THANKS,Positive,0.84775555
763,2024-02-20,09:38:29,tenencia 6msi amo smilingfacewithhearts facewithpeekingeye,tenencia 6msi amo smilingfacewithhearts face with peeking eye,tenencia 6msi amo smilingfacewithhearts face with peeking eye,Neutral,0.50594604
764,2024-02-21,15:10:57,fin recupere cuenta amo handshakelightskintonemediumdarkskintone,END RECORTE MOST HANDSHAKELIGHTSKINTONEMEDIUMDARKSKINTONE,END RECORTE MOST HANDSHAKELIGHTSKINTONEMEDIUMDARKSKINTONE,Neutral,0.82092226
765,2024-02-22,10:15:48,hey hey hey banco perfecto,Hey Hey Hey Bank Perfect,Hey Hey Hey Bank Perfect,Positive,0.799448
766,2024-02-29,21:07:53,gracias informacion muy util,Thanks very useful information,Thanks very useful information,Positive,0.96557724
767,2024-03-01,23:39:44,11 meses tdc garantizada buen uso van graduar recuerdo contrate decia 6 meses buen uso,11 months TDC GUARANTEED GOOD USE ARE GRADUATE MEMORY HI,11 months TDC GUARANTEED GOOD USE ARE GRADUATE MEMORY HI,Neutral,0.51637393
768,2024-03-01,19:35:31,nunca falla smilingfacewithsunglasses,nunca falla smilingfacewithsunglasses,nunca falla smilingfacewithsunglasses,Neutral,0.84303737
769,2024-03-01,04:46:39,muchas gracias sali apuro gracias,Thank you very much I go for a hurry thank you,Thank you very much I go for a hurry thank you,Positive,0.96883607
770,2024-03-02,14:24:38,gracias revise,Thank you check,Thank you check,Positive,0.8177877
771,2024-03-06,20:09:14,gracias clappinghands,gracias clappinghands,gracias clappinghands,Neutral,0.76507914
772,2024-03-06,16:28:42,recomiendo,I recommend,I recommend,Positive,0.80422693
773,2024-03-08,02:06:50,sabado perpetuo foldedhands,sabado perpetuo foldedhands,sabado perpetuo foldedhands,Neutral,0.7519125
774,2024-03-13,21:34:41,gracias atencion,THANK YOU ATTENTION,THANK YOU ATTENTION,Positive,0.9229667
775,2024-03-13,20:40:01,muchas gracias quedo,Thank you very much,Thank you very much,Positive,0.9714056
776,2024-03-15,01:51:01,agree contigo versh backhandindexpointingdownmediumskintone,agree contigo versh backhandindexpointingdownmediumskintone,agree contigo versh backhandindexpointingdownmediumskintone,Neutral,0.86007214
777,2024-03-16,16:45:25,hice mail sugerencia app cuanto den facilidades modificaractualizar dato numero cel responden comunique telefono ver digan ahi facilidad ayuda viene ser nomas sacan apuros victoryhandmediumskintone,I made mail suggestion APP how long they give facilities,I made mail suggestion APP how long they give facilities,Neutral,0.877302
778,2024-03-18,17:23:05,gracias atencion,THANK YOU ATTENTION,THANK YOU ATTENTION,Positive,0.9229667
779,2024-03-18,17:13:48,buenos atiende luz placer saludae muy impoantes comentarios interesa saber mas experiencia puedes brindar mayor detalle situacion presentas favor 1,Good attends pleasure to greet very important comments. Interesting Knowing more experience you can provide more detail SITUATION YOU PRESENT 1,Good attends pleasure to greet very important comments. Interesting Knowing more experience you can provide more detail SITUATION YOU PRESENT 1,Positive,0.9557609
780,2024-03-19,18:48:19,gracias hable via telefonica resolvio inquietud,Thank you TELEPHONIC VIA,Thank you TELEPHONIC VIA,Positive,0.9048963
781,2024-03-22,21:40:28,amo gran experiencia ir hey shop lxs tqm,I love great experience IR HEY SHOP LXS TQM,I love great experience IR HEY SHOP LXS TQM,Positive,0.98149645
782,2024-03-23,21:38:20,recomendaron charliehack50 telegram puede ayudae solucionar problema recupere mio ayuda recomiendo mejor mas rapida opcion,I recommend Charlie Hack50 telegram,I recommend Charlie Hack50 telegram,Positive,0.7536842
783,2024-03-26,06:00:06,buen alguna promocion msi pago tenencia,good some MSI Payment Promotion,good some MSI Payment Promotion,Positive,0.5143694
784,2024-03-27,20:47:08,si recomiendo aunque siento dificil aprueben si nunca si historial banamex menos escuchado casos primera tdc heybanco recomiendo tiempo daban 1 2 recompensas compras tarjeta,If I recommend although I feel difficult to approve if never if Banamex history less heard cases first TDC Heybanco I recommended time 1 2 Rewards Purchases Card,If I recommend although I feel difficult to approve if never if Banamex history less heard cases first TDC Heybanco I recommended time 1 2 Rewards Purchases Card,Neutral,0.6680085
785,2024-03-27,02:21:57,gracias invitarnos conocer mas coleccion retro detalles obsequios tarjeta anime acorde comprar boletos cine nueva pelicula rascaldoesnotdream,Thank you invite us to know more Collection Retro Details Anime card according to Buy New Film Cinema Tickets Rascaldoesnotdream,Thank you invite us to know more Collection Retro Details Anime card according to Buy New Film Cinema Tickets Rascaldoesnotdream,Positive,0.8683735
786,2024-03-28,20:07:52,encantados asistie mejor manera invitamos escribas dm gusto ayudaremos toda informacion requieres pendientes,Hattered I attend better way we invite scribes dm we will help all information you need pending,Hattered I attend better way we invite scribes dm we will help all information you need pending,Positive,0.7380233
787,2024-03-28,18:00:54,gracias didi confianza incrementar linea credito 20k mean ofreciendo credito gracias solo faltaria msi,Thanks Didi Trust Increase Credit Line 20k Mean offering credit thanks only MSI,Thanks Didi Trust Increase Credit Line 20k Mean offering credit thanks only MSI,Positive,0.8552135
788,2024-03-28,17:31:57,gracias acabo enviar correo,Thanks I just send mail,Thanks I just send mail,Neutral,0.6895407
789,2024-03-30,19:47:37,mande dm,Mande DM,Mande DM,Neutral,0.66801035
790,2024-03-30,18:47:15,ayer gane sombrerito real quedaba outfit feliz festival chulearon mucho purpleheartsmilingfacefacewithhandovermouth,Yesterday I won a real hat was outfit happy festival chopled a lot purpleheartsmilingfacefacewithhandvermouth,Yesterday I won a real hat was outfit happy festival chopled a lot purpleheartsmilingfacefacewithhandvermouth,Positive,0.96616036
791,2024-03-31,23:19:35,diferencia ustedes demostrado verdadera comprension necesidades clientes gracias hacer posible proyectos hagan realidad raisinghandsmediumlightskintoneblueheart,DIFFERENT DIFFERENCE TRUE TRUE UNDERSTANDING CUSTOMER NEEDS THANKS POSSIBLE PROJECTS MAK,DIFFERENT DIFFERENCE TRUE TRUE UNDERSTANDING CUSTOMER NEEDS THANKS POSSIBLE PROJECTS MAK,Neutral,0.74232054
792,2024-03-31,02:47:12,amo chingo smilingfacewithhearteyes,I love Chingo Smilingfacewithhearteyes,I love Chingo Smilingfacewithhearteyes,Positive,0.98198074
793,2024-04-04,08:41:17,akamba regresa gracias aprovecha venta pre cael presentada hey banco disfruta etapa unica...,Akamba returns thanks to take advantage of pre cael presented Hey Banco Enjoy the Unique Stage ...,Akamba returns thanks to take advantage of pre cael presented Hey Banco Enjoy the Unique Stage ...,Positive,0.9436546
794,2024-04-04,01:05:10,mio resolvio facil solo entra banca linea computadora dira bloqueado pones token cel listo suee,Mio Solve easy only Computer Line Bank says Blocked to Token Cel Ready,Mio Solve easy only Computer Line Bank says Blocked to Token Cel Ready,Neutral,0.8036488
795,2024-04-05,02:55:10,mas suficiente,but sufficient,but sufficient,Neutral,0.5976573
796,2024-04-07,23:22:19,recomendaron charliehack50 telegram puede ayudae solucionar problema recupere mio ayuda recomiendo mejor mas rapida opcion,I recommend Charlie Hack50 telegram,I recommend Charlie Hack50 telegram,Positive,0.7536842
797,2024-04-10,21:57:10,tambien necesito ayuda,I also need help,I also need help,Negative,0.48599532
798,2024-04-10,16:53:34,listo,List,List,Neutral,0.55480534
799,2024-04-10,16:05:30,gracias solucione,Thanks solved,Thanks solved,Positive,0.5496048
800,2024-04-12,17:19:20,buenos llevo fin semana tratando pagar tarjetas puede transferir hey banco cuenta principal regresan todas transferecias ayuda,"Good I have been trying to pay cards, you can transfer main account to all transferecias helps","Good I have been trying to pay cards, you can transfer main account to all transferecias helps",Positive,0.62890065
801,2024-04-15,23:44:20,gano carrera fintech aplicacion siempre funciona amigable cliente,Gano Carrera Fintech Application always works friendly customer,Gano Carrera Fintech Application always works friendly customer,Positive,0.9017107
802,2024-04-16,17:41:40,gracias,gracias,gracias,Neutral,0.6270798
